% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jan 20 2025, 18:49
% Dimension:          3
% Nodes:              400
% Expressions:        1
% Description:        Potenziale elettrico
% Length unit:        mm
% x                       y                        z                        V (V)
4.104                     6.928203230275509        9.000000000000002        84.43598104343182
3.92                      6.928203230275509        9.092                    85.09460165612437
3.932                     6.928203230275509        8.954                    84.85409311311174
3.942                     6.928203230275509        9.008                    84.92691370103361
3.9459999999999997        6.928203230275509        8.905                    84.75082426008963
3.9690000000000003        6.928203230275509        8.97                     84.82009114605857
3.9290000000000003        6.928203230275509        9.036000000000001        84.99343887237518
3.973                     6.928203230275509        8.919                    84.730050386488
3.962                     6.928203230275509        9.135000000000002        85.09061675452449
4.026                     6.928203230275509        9.055                    84.80962832242935
3.9710000000000005        6.928203230275509        9.082                    84.9946264027371
3.927                     6.928203230275509        8.973                    84.89350462591132
3.933                     6.928203230275509        9.079                    85.05298975013275
4.114                     6.928203230275509        8.993                    84.38844559953672
4.034000000000001         6.928203230275509        9.107                    84.85806553090998
4.089                     6.928203230275509        9.098                    84.64273247541757
3.965                     6.928203230275509        9.025                    84.91710765574713
4.017                     6.928203230275509        9.018000000000002        84.78478513490505
4.033                     6.928203230275509        9.074                    84.81243487023215
3.9560000000000004        6.928203230275509        9.098                    85.04396990746346
4.027                     6.928203230275509        9.005                    84.72673005713146
4.064                     6.928203230275509        9.001                    84.58407577792003
3.9189999999999996        6.928203230275509        8.943                    84.85716417756122
4.024                     6.928203230275509        9.082                    84.85760023562048
4.004                     6.928203230275509        9.119                    84.987936515386
4.042                     6.928203230275509        9.083                    84.79277326557308
3.927                     6.928203230275509        9.045000000000002        85.01061878776852
3.952                     6.928203230275509        9.104                    85.05980166866551
3.9909999999999997        6.928203230275509        9.116                    85.0135047408793
4.043                     6.928203230275509        9.121                    84.84552500808772
4.049                     6.928203230275509        8.981                    84.60703824368424
4.102                     6.928203230275509        8.948                    84.36106371506139
3.965                     6.928203230275509        9.069                    84.98462859167087
4.086                     6.928203230275509        9.051                    84.582879527447
4.099                     6.928203230275509        9.068                    84.56139236412753
4.056                     6.928203230275509        9.085                    84.74435171590069
3.972                     6.928203230275509        9.051                    84.94548308316655
4.044                     6.928203230275509        8.984                    84.63021971555513
3.987                     6.928203230275509        8.918                    84.70574558248107
3.9119999999999995        6.928203230275509        9.065                    85.06634059970902
4.027                     6.928203230275509        8.952                    84.64088701970118
3.947                     6.928203230275509        9.106                    85.07117362264336
3.962                     6.928203230275509        9.007                    84.89216235239492
