% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jan 20 2025, 18:48
% Dimension:          3
% Nodes:              187
% Expressions:        1
% Description:        Potenziale elettrico
% Length unit:        mm
% x                       y                        z                        V (V)
-3.9610000000000003       6.928203230275509        27.474                   54.037728723302905
-4.179                    6.928203230275509        27.425                   53.90323909129176
-3.889                    6.928203230275509        27.418000000000003       54.2296251598793
-4.235                    6.928203230275509        27.761                   53.15863410568776
-4.0920000000000005       6.928203230275509        27.784                   53.256861053686976
-3.9610000000000003       6.928203230275509        27.809                   53.3402998683141
-4.236                    6.928203230275509        27.771                   53.137502602737065
-4.219                    6.928203230275509        27.47                    53.76735127824938
-4.003                    6.928203230275509        27.768                   53.38086479286277
-4.215                    6.928203230275509        27.642                   53.41971207384112
-3.818                    6.928203230275509        27.588                   53.947729171565506
-3.9780000000000006       6.928203230275509        27.385                   54.20427603698509
-4.219                    6.928203230275509        27.667                   53.36481785288189
-4.061                    6.928203230275509        27.713                   53.433968052421754
-4.101000000000001        6.928203230275509        27.784                   53.24769583982254
-4.101000000000001        6.928203230275509        27.542                   53.74524754599784
-4.029                    6.928203230275509        27.606                   53.68874956117403
-4.029                    6.928203230275509        27.45                    54.014913065367274
-4.212                    6.928203230275509        27.799                   53.10525364051
-3.9389999999999996       6.928203230275509        27.465                   54.08000938109158
-4.16                     6.928203230275509        27.830000000000002       53.09494406040097
-4.091                    6.928203230275509        27.697                   53.43575974426522
-3.941                    6.928203230275509        27.436000000000003       54.136169121003064
-4.169                    6.928203230275509        27.508000000000003       53.74281548631062
-3.787                    6.928203230275509        27.511                   54.142368235615436
-4.236                    6.928203230275509        27.418000000000003       53.855825909232635
-3.806                    6.928203230275509        27.866000000000003       53.38310229956676
-4.252                    6.928203230275509        27.689                   53.28632723645582
-4.125                    6.928203230275509        27.434                   53.94337330670957
-4.116                    6.928203230275509        27.62                    53.568110579757985
-4.185                    6.928203230275509        27.576                   53.58592097612972
-4.172                    6.928203230275509        27.652000000000005       53.44408078456289
-4.251                    6.928203230275509        27.433                   53.808831082408346
-3.934                    6.928203230275509        27.419000000000004       54.177328431615535
-4.057                    6.928203230275509        27.591                   53.69027177106381
-3.745                    6.928203230275509        27.764                   53.65593560020561
-4.136                    6.928203230275509        27.46                    53.877522755301214
-4.051                    6.928203230275509        27.834                   53.19673646636102
-3.9260000000000006       6.928203230275509        27.672                   53.65964980289508
-4.124                    6.928203230275509        27.787                   53.21822531165941
-4.211                    6.928203230275509        27.421                   53.876747962557765
-4.048                    6.928203230275509        27.57                    53.743519384761655
-4.165                    6.928203230275509        27.74                    53.27196940380262
-4.169                    6.928203230275509        27.634000000000004       53.48395487932338
-3.9839999999999995       6.928203230275509        27.657                   53.63015889599126
-4.01                     6.928203230275509        27.415                   54.10916566884277
-3.8600000000000003       6.928203230275509        27.427                   54.24396613527548
-3.847                    6.928203230275509        27.781                   53.51585533114494
-4.04                     6.928203230275509        27.864                   53.14685433089665
-3.908                    6.928203230275509        27.363                   54.31717796737592
-4.172                    6.928203230275509        27.509000000000004       53.73754245310681
-4.004                    6.928203230275509        27.562000000000005       53.807192133849185
-4.056                    6.928203230275509        27.496                   53.88943580031389
-3.9510000000000005       6.928203230275509        27.488                   54.01874560933016
-4.066                    6.928203230275509        27.44                    53.995309004032855
-3.8580000000000005       6.928203230275509        27.689                   53.69506940129758
-3.965                    6.928203230275509        27.562000000000005       53.84836554422184
-4.039                    6.928203230275509        27.846                   53.18447429626302
-4.121                    6.928203230275509        27.54                    53.72804450141208
-4.135                    6.928203230275509        27.39                    54.023771960319216
-3.758                    6.928203230275509        27.704000000000004       53.76725521456796
-3.867                    6.928203230275509        27.457                   54.17288783198606
-3.852                    6.928203230275509        27.478                   54.14415601761187
-3.954                    6.928203230275509        27.362                   54.27560736325799
-3.7680000000000002       6.928203230275509        27.418000000000003       54.35985093395379
-4.12                     6.928203230275509        27.628                   53.54744305502064
-4.131                    6.928203230275509        27.859                   53.065524617875305
-3.882                    6.928203230275509        27.412                   54.249235531405404
-4.182                    6.928203230275509        27.574                   53.59319150307594
-3.781                    6.928203230275509        27.44                    54.29933396280196
-4.225                    6.928203230275509        27.417000000000005       53.86979930963524
-4.128000000000001        6.928203230275509        27.558                   53.68334624938057
-3.88                     6.928203230275509        27.634000000000004       53.786796083618285
-3.901                    6.928203230275509        27.746                   53.532283483879375
-3.962                    6.928203230275509        27.375                   54.240575471113544
-4.107                    6.928203230275509        27.849000000000004       53.10977421514042
-4.178                    6.928203230275509        27.494                   53.76200853613951
-4.238                    6.928203230275509        27.711                   53.256353137913344
-4.081                    6.928203230275509        27.503                   53.84782043317251
-3.769                    6.928203230275509        27.483                   54.220496055570685
-3.9389999999999996       6.928203230275509        27.78                    53.4227286986785
-3.846                    6.928203230275509        27.686                   53.71376033224188
-3.7590000000000003       6.928203230275509        27.718                   53.73708070775402
-4.086                    6.928203230275509        27.81                    53.210055553410825
-4.154                    6.928203230275509        27.576                   53.61866247617679
-3.839                    6.928203230275509        27.61                    53.87971490407095
-3.788                    6.928203230275509        27.508000000000003       54.147672264167625
-4.064                    6.928203230275509        27.725                   53.40621848806137
-4.226                    6.928203230275509        27.613                   53.46725001266708
-3.8690000000000007       6.928203230275509        27.867000000000004       53.31643918046778
-3.8580000000000005       6.928203230275509        27.723000000000003       53.62446672072777
-3.764                    6.928203230275509        27.754                   53.65716258566045
-4.107                    6.928203230275509        27.434                   53.9630042435399
-3.897                    6.928203230275509        27.713                   53.60474102608757
-4.042                    6.928203230275509        27.741000000000003       53.3960929777319
-4.082                    6.928203230275509        27.832000000000004       53.169413878563184
-3.793                    6.928203230275509        27.8                     53.53221508205036
-4.047                    6.928203230275509        27.624                   53.63233786089955
-3.808                    6.928203230275509        27.582                   53.970747178757364
-3.85                     6.928203230275509        27.731                   53.61616444800908
-3.882                    6.928203230275509        27.391                   54.29052141260814
-3.819                    6.928203230275509        27.877                   53.34724888806227
-3.823                    6.928203230275509        27.371                   54.395877930921955
-3.78                     6.928203230275509        27.805                   53.53523636240977
-4.207                    6.928203230275509        27.608                   53.49731324988847
-4.119000000000001        6.928203230275509        27.776000000000003       53.24565122582876
-3.762                    6.928203230275509        27.519                   54.15151694564587
-4.1                      6.928203230275509        27.81                    53.19586177935098
-3.9580000000000006       6.928203230275509        27.468                   54.053577368453375
-4.196                    6.928203230275509        27.781                   53.157582702979
-3.876                    6.928203230275509        27.412                   54.25593883573533
-3.9380000000000006       6.928203230275509        27.675                   53.64089073467628
-4.112                    6.928203230275509        27.843                   53.11688172997881
-4.019                    6.928203230275509        27.461                   54.00283227386473
-4.144                    6.928203230275509        27.684                   53.40760903749995
-4.005                    6.928203230275509        27.402                   54.14199646600889
-3.861                    6.928203230275509        27.639                   53.79615025592929
-3.921                    6.928203230275509        27.638                   53.735649748709605
-4.009                    6.928203230275509        27.694                   53.52724808200013
-4.002                    6.928203230275509        27.466                   54.01095681453383
-3.985                    6.928203230275509        27.59                    53.768715960562126
-4.243                    6.928203230275509        27.729                   53.21502505386366
-3.8330000000000006       6.928203230275509        27.65                    53.80229427932449
-3.987                    6.928203230275509        27.52                    53.91331827381731
-3.741                    6.928203230275509        27.389                   54.45014067298169
-3.772                    6.928203230275509        27.599000000000004       53.972440967707826
-3.932                    6.928203230275509        27.573                   53.86000348894239
-4.077                    6.928203230275509        27.501                   53.85629993810491
-4.216                    6.928203230275509        27.453000000000003       53.805507472229706
-4.094                    6.928203230275509        27.701                   53.42444807039607
-4.087                    6.928203230275509        27.59                    53.660614969215466
-4.222000000000001        6.928203230275509        27.569                   53.56125224090084
-4.144                    6.928203230275509        27.773                   53.22634153342427
-4.123                    6.928203230275509        27.629                   53.54224946738466
-4.155000000000001        6.928203230275509        27.662                   53.441247456655184
-4.142                    6.928203230275509        27.69                    53.39740561925534
-4.231000000000001        6.928203230275509        27.859                   52.96611014419273
-4.186                    6.928203230275509        27.568                   53.60128488369052
-3.9240000000000004       6.928203230275509        27.529                   53.96081426953683
-3.895                    6.928203230275509        27.813000000000002       53.400410212687405
-4.16                     6.928203230275509        27.683                   53.39315771753053
-4.067                    6.928203230275509        27.598000000000003       53.66515713792691
-4.091                    6.928203230275509        27.656                   53.52005836232121
-3.847                    6.928203230275509        27.863                   53.34722779280638
-3.812                    6.928203230275509        27.525000000000002       54.08666357883668
-4.04                     6.928203230275509        27.566                   53.76037773375594
-3.947                    6.928203230275509        27.580000000000002       53.82958763971747
-3.763                    6.928203230275509        27.764                   53.63746139270397
-4.047                    6.928203230275509        27.576                   53.73208615212039
-3.941                    6.928203230275509        27.514                   53.97449000354332
-3.828                    6.928203230275509        27.746                   53.607824003044996
-4.116                    6.928203230275509        27.483                   53.851514987996936
-3.7660000000000005       6.928203230275509        27.438                   54.31930790770572
-3.837                    6.928203230275509        27.483                   54.14931189223496
-4.042                    6.928203230275509        27.874                   53.12452699363956
-3.9589999999999996       6.928203230275509        27.66                    53.650109445311536
-4.201                    6.928203230275509        27.808                   53.09816834468218
-3.763                    6.928203230275509        27.718                   53.73296213663325
-3.755                    6.928203230275509        27.368                   54.47765405909953
-4.224                    6.928203230275509        27.858                   52.97502761653199
-4.018                    6.928203230275509        27.484                   53.955783215923155
-4.094                    6.928203230275509        27.522                   53.794295382125085
-3.802                    6.928203230275509        27.658                   53.8177431860412
-4.041                    6.928203230275509        27.409                   54.08754967759414
-3.8780000000000006       6.928203230275509        27.681                   53.690932134211074
-3.9980000000000007       6.928203230275509        27.823                   53.273181483195216
-3.756                    6.928203230275509        27.385                   54.44292880414377
-3.9639999999999995       6.928203230275509        27.441                   54.10063133027734
-4.024                    6.928203230275509        27.857                   53.17727301950312
-3.901                    6.928203230275509        27.38                    54.290875046991964
-3.8980000000000006       6.928203230275509        27.583                   53.87468864453482
-4.072                    6.928203230275509        27.604                   53.647435049697826
-4.085                    6.928203230275509        27.493                   53.86427978587651
-3.8980000000000006       6.928203230275509        27.413                   54.22938631061956
-3.7660000000000005       6.928203230275509        27.462                   54.26823439546775
-3.87                     6.928203230275509        27.415                   54.256742044714194
-3.9169999999999994       6.928203230275509        27.538                   53.94924140905813
-3.812                    6.928203230275509        27.752                   53.61190301477516
-3.9360000000000004       6.928203230275509        27.704000000000004       53.58281019167877
-3.9180000000000006       6.928203230275509        27.481                   54.068353362453415
-3.9110000000000005       6.928203230275509        27.841                   53.32643026101106
-3.9810000000000003       6.928203230275509        27.584                   53.785467844484074
-4.161                    6.928203230275509        27.574                   53.6153764571137
-4.054                    6.928203230275509        27.579000000000004       53.71840367245998
-3.7480000000000007       6.928203230275509        27.381                   54.459736020107385
-4.157                    6.928203230275509        27.447                   53.88165930640937
-4.229                    6.928203230275509        27.675                   53.33828523474233
