% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jan 20 2025, 18:48
% Dimension:          3
% Nodes:              142
% Expressions:        1
% Description:        Potenziale elettrico
% Length unit:        mm
% x                       y                        z                        V (V)
3.997                     6.928203230275509        37.141                   103.06733428008181
4.037                     6.928203230275509        37.122                   102.60336166520126
4.034000000000001         6.928203230275509        37.226                   102.29407984636262
3.9810000000000003        6.928203230275509        37.304                   102.43091410042751
4.167                     6.928203230275509        37.099                   100.79278789624746
3.862                     6.928203230275509        37.213                   102.69437421500125
4.1370000000000005        6.928203230275509        37.145                   101.09617300234942
4.184                     6.928203230275509        37.165                   100.33578493437601
4.081                     6.928203230275509        37.012                   102.2343269224335
3.845                     6.928203230275509        37.161                   102.84407321462326
4.162                     6.928203230275509        37.113                   100.8267878291655
4.168                     6.928203230275509        37.223                   100.35664427142473
3.816                     6.928203230275509        37.013                   103.13048533432564
3.834                     6.928203230275509        37.108                   102.97325252867407
4.12                      6.928203230275509        36.962                   101.75433938147778
4.154                     6.928203230275509        37.306                   100.19562477697117
3.802                     6.928203230275509        37.295                   102.30676196438952
4.101000000000001         6.928203230275509        37.121                   101.69267810820935
4.015                     6.928203230275509        36.989000000000004       103.1981047685168
3.871                     6.928203230275509        36.943                   103.28896121215796
4.189                     6.928203230275509        37.268                   99.85007168546667
3.841                     6.928203230275509        37.019                   103.15805006291032
3.857                     6.928203230275509        37.276                   102.44607247746858
4.077                     6.928203230275509        37.07                    102.17139551107937
3.9180000000000006        6.928203230275509        37.194                   102.81997620791101
3.871                     6.928203230275509        37.279                   102.44759134152949
4.13                      6.928203230275509        37.255                   100.78548831280553
3.881                     6.928203230275509        37.302                   102.3571346821381
4.139                     6.928203230275509        37.336                   100.2684596391381
4.051                     6.928203230275509        37.101                   102.46316129351172
4.104                     6.928203230275509        37.336                   100.78563225241632
4.059                     6.928203230275509        36.964                   102.61786209774823
4.034000000000001         6.928203230275509        37.312                   101.9195558602874
3.932                     6.928203230275509        37.188                   102.85451267778015
3.979                     6.928203230275509        37.191                   102.88873102131458
4.124                     6.928203230275509        37.331                   100.51644295016493
4.074                     6.928203230275509        37.11                    102.11160016206982
3.9639999999999995        6.928203230275509        37.074                   103.20995335555882
3.87                      6.928203230275509        37.253                   102.55299984725698
4.186                     6.928203230275509        37.332                   99.58506505553962
3.857                     6.928203230275509        36.94                    103.2703012388825
3.8220000000000005        6.928203230275509        36.981                   103.17981167382358
3.816                     6.928203230275509        37.184                   102.73768389419347
4.133                     6.928203230275509        37.325                   100.41361498626168
3.8690000000000007        6.928203230275509        37.330000000000005       102.21682795242675
3.9189999999999996        6.928203230275509        37.146                   102.97361104862841
4.041                     6.928203230275509        37.069                   102.68378489150993
4.181                     6.928203230275509        37.031                   100.7512775648389
4.07                      6.928203230275509        37.25800000000001        101.64730281369204
4.131                     6.928203230275509        37.249                   100.79649375089383
3.899                     6.928203230275509        37.145                   102.95435997615738
3.9490000000000003        6.928203230275509        37.215                   102.77540547868455
3.9310000000000005        6.928203230275509        37.309                   102.36923013228773
3.9                       6.928203230275509        37.296                   102.4014074969267
4.198                     6.928203230275509        37.176                   100.08800750318927
3.814                     6.928203230275509        37.19                    102.71598418081066
4.147                     6.928203230275509        36.944                   101.39305155393009
4.038                     6.928203230275509        36.95100000000001        102.9270457196359
3.9260000000000006        6.928203230275509        37.24                    102.65914806247713
4.069                     6.928203230275509        37.019                   102.39195729212348
3.967                     6.928203230275509        37.22200000000001        102.76543034909598
3.811                     6.928203230275509        37.297                   102.30807553079927
3.972                     6.928203230275509        37.004                   103.35283399065877
3.91                      6.928203230275509        37.286                   102.45442888727645
3.815                     6.928203230275509        37.265                   102.44579830868133
3.993                     6.928203230275509        37.171                   102.96915086240598
4.05                      6.928203230275509        37.00600000000001        102.68279473987472
3.897                     6.928203230275509        37.202                   102.7706664091357
4.156                     6.928203230275509        37.272                   100.32551308993173
4.094                     6.928203230275509        37.169000000000004       101.64238131835508
4.163                     6.928203230275509        37.138                   100.73634977455355
4.076                     6.928203230275509        37.317                   101.28976316373617
4.152                     6.928203230275509        37.107                   100.99089258676638
4.097                     6.928203230275509        36.982                   102.05538963630632
3.962                     6.928203230275509        37.296                   102.45345650534412
3.928                     6.928203230275509        37.058                   103.20292486109993
4.097                     6.928203230275509        37.055                   101.91989834326564
4.189                     6.928203230275509        37.219                   100.05926242639231
4.182                     6.928203230275509        37.113                   100.5313918577718
4.09                      6.928203230275509        37.122                   101.84821706427579
3.9890000000000003        6.928203230275509        37.073                   103.23923595071633
4.042                     6.928203230275509        36.98                    102.83495638837712
3.947                     6.928203230275509        37.106                   103.11405865688323
4.017                     6.928203230275509        37.232                   102.51148311578501
3.933                     6.928203230275509        37.303                   102.39843597798134
4.104                     6.928203230275509        37.267                   101.1144817153401
4.133                     6.928203230275509        37.126                   101.21350909798012
4.027                     6.928203230275509        37.285                   102.14514833088361
