% Model:              Untitled.mph
% Version:            COMSOL 6.1.0.357
% Date:               Jan 20 2025, 18:49
% Dimension:          3
% Nodes:              142
% Expressions:        1
% Description:        Potenziale elettrico
% Length unit:        mm
% x                       y                        z                        V (V)
-3.806                    6.928203230275509        31.961999999999996       59.24374934571513
-4.2                      6.928203230275509        31.745999999999995       58.14937069204062
-4.107                    6.928203230275509        31.890999999999995       58.67119095281578
-4.063                    6.928203230275509        31.924                   58.83305050422251
-4.054                    6.928203230275509        31.678000000000004       58.23333138630723
-3.881                    6.928203230275509        31.667                   58.418249488469975
-4.091                    6.928203230275509        31.702                   58.229335315481
-3.9810000000000003       6.928203230275509        31.732000000000003       58.481664458629105
-4.043                    6.928203230275509        31.849000000000004       58.680758641167586
-3.9580000000000006       6.928203230275509        31.972                   59.112571903135894
-4.065000000000001        6.928203230275509        31.835999999999995       58.608954253100926
-3.9290000000000003       6.928203230275509        31.725999999999996       58.51906139628963
-3.834                    6.928203230275509        32.032                   59.39369285121478
-3.829                    6.928203230275509        31.886                   59.0263511758473
-4.046                    6.928203230275509        31.749                   58.42469198262681
-3.809                    6.928203230275509        31.738000000000003       58.6703063943911
-3.9260000000000006       6.928203230275509        31.98                    59.16595438081147
-4.074                    6.928203230275509        31.823000000000004       58.56046704392716
-4.057                    6.928203230275509        31.754000000000005       58.41796981664753
-3.885                    6.928203230275509        31.821                   58.80409581582071
-4.08                     6.928203230275509        31.846                   58.60725302204866
-4.164000000000001        6.928203230275509        31.806                   58.35941862984551
-3.808                    6.928203230275509        31.688000000000002       58.54445536267791
-4.178                    6.928203230275509        31.788000000000004       58.29059530029227
-3.812                    6.928203230275509        31.974000000000004       59.26822401006471
-3.866                    6.928203230275509        31.719000000000005       58.56481941414819
-3.9189999999999996       6.928203230275509        31.976                   59.163007172311005
-3.9890000000000003       6.928203230275509        31.745999999999995       58.50886847184577
-3.8330000000000006       6.928203230275509        31.722                   58.605591780507545
-3.9769999999999994       6.928203230275509        31.936                   59.001611426777764
-3.9659999999999997       6.928203230275509        32.01                    59.200846589170474
-4.023                    6.928203230275509        31.682000000000002       58.29673855283528
-4.079                    6.928203230275509        31.752000000000002       58.374539533394326
-3.928                    6.928203230275509        31.841                   58.81102550193333
-3.9459999999999997       6.928203230275509        31.752000000000002       58.56756252200945
-4.066                    6.928203230275509        31.688000000000002       58.237612507119714
-4.127                    6.928203230275509        32.052                   59.03588635051664
-3.814                    6.928203230275509        32.002                   59.337704197403006
-4.044                    6.928203230275509        31.81                    58.58108665715487
-3.954                    6.928203230275509        31.967000000000002       59.10400234149219
-3.9659999999999997       6.928203230275509        31.753000000000004       58.549836088175226
-3.867                    6.928203230275509        31.851                   58.89856874957266
-3.894                    6.928203230275509        32.05400000000001        59.387615570417445
-3.902                    6.928203230275509        32.019                   59.29006824445984
-4.062                    6.928203230275509        31.655999999999995       58.16474462888707
-4.139                    6.928203230275509        31.921                   58.68816379661872
-4.059                    6.928203230275509        31.713000000000005       58.312063875412804
-4.026                    6.928203230275509        31.965                   59.00367650807389
-4.167                    6.928203230275509        31.958000000000002       58.7291268274798
-3.861                    6.928203230275509        31.745                   58.63570676424306
-4.028                    6.928203230275509        31.824000000000005       58.64464905951931
-3.9859999999999998       6.928203230275509        32.053                   59.28939111635696
-4.149                    6.928203230275509        31.995                   58.853571169756485
-4.144                    6.928203230275509        31.835999999999995       58.468736484624586
-3.829                    6.928203230275509        32.004                   59.32731962995068
-4.124                    6.928203230275509        31.965                   58.82466977929197
-4.118                    6.928203230275509        31.925                   58.7360129652366
-3.9769999999999994       6.928203230275509        31.761                   58.55887954445673
-4.052                    6.928203230275509        31.683000000000003       58.24925641285894
-4.194                    6.928203230275509        31.811                   58.318998077176474
-4.145                    6.928203230275509        31.725                   58.192967177298236
-3.818                    6.928203230275509        31.696                   58.55472733654768
-3.987                    6.928203230275509        32.004                   59.16383619266619
-4.058                    6.928203230275509        31.93                    58.85718037756742
-3.95                     6.928203230275509        32.007                   59.209798315460546
-4.062                    6.928203230275509        31.933000000000003       58.85745069100627
-4.104                    6.928203230275509        31.954000000000004       58.833667485901145
-3.835                    6.928203230275509        31.769                   58.722800597932846
-4.163                    6.928203230275509        32.05400000000001        58.97416144293272
-4.191000000000001        6.928203230275509        31.742                   58.155160946873615
-4.154                    6.928203230275509        31.796                   58.35233474573921
-4.168                    6.928203230275509        31.824000000000005       58.39670696347655
-4.022                    6.928203230275509        31.669000000000004       58.265861344004115
-4.016000000000001        6.928203230275509        31.849000000000004       58.72901608596727
-3.85                     6.928203230275509        31.665                   58.444206814230164
-3.847                    6.928203230275509        31.995999999999995       59.28829958833282
-4.166                    6.928203230275509        31.893000000000004       58.570373325863486
-4.06                     6.928203230275509        31.977999999999998       58.97413732678541
-3.864                    6.928203230275509        31.852999999999998       58.90670651144361
-3.87                     6.928203230275509        31.901                   59.02260465704561
-3.94                     6.928203230275509        31.806                   58.71017984441252
